image: image_141.jpg, index: 141, steering: -1.0, throttle: 0.445098876953125
image: image_4733.jpg, index: 4733, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4734.jpg, index: 4734, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4735.jpg, index: 4735, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4736.jpg, index: 4736, steering: 0.5562958717346191, throttle: 5.219999999999977
image: image_4737.jpg, index: 4737, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4738.jpg, index: 4738, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4739.jpg, index: 4739, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4740.jpg, index: 4740, steering: 0.5562959909439087, throttle: 5.219999999999977
image: image_4741.jpg, index: 4741, steering: 0.556424081325531, throttle: 5.219999999999977
image: image_4742.jpg, index: 4742, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4743.jpg, index: 4743, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4744.jpg, index: 4744, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4745.jpg, index: 4745, steering: 0.5562958717346191, throttle: 5.219999999999977
image: image_4746.jpg, index: 4746, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4747.jpg, index: 4747, steering: 0.5563539266586304, throttle: 5.219999999999977
image: image_4748.jpg, index: 4748, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4749.jpg, index: 4749, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4750.jpg, index: 4750, steering: 0.5562958717346191, throttle: 5.219999999999977
image: image_4751.jpg, index: 4751, steering: 0.5563019514083862, throttle: 5.219999999999977
image: image_4752.jpg, index: 4752, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4753.jpg, index: 4753, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4754.jpg, index: 4754, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4755.jpg, index: 4755, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4756.jpg, index: 4756, steering: 0.5562963485717773, throttle: 5.219999999999977
image: image_4757.jpg, index: 4757, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4758.jpg, index: 4758, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4759.jpg, index: 4759, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4760.jpg, index: 4760, steering: 0.5563154220581055, throttle: 5.219999999999977
image: image_4761.jpg, index: 4761, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4762.jpg, index: 4762, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4763.jpg, index: 4763, steering: 0.5563580989837646, throttle: 5.219999999999977
image: image_4764.jpg, index: 4764, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4765.jpg, index: 4765, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4766.jpg, index: 4766, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4767.jpg, index: 4767, steering: 0.5563546419143677, throttle: 5.219999999999977
image: image_4768.jpg, index: 4768, steering: 0.5562961101531982, throttle: 5.219999999999977
image: image_4769.jpg, index: 4769, steering: 0.5562958717346191, throttle: 5.219999999999977
image: image_4770.jpg, index: 4770, steering: 0.5563081502914429, throttle: 5.219999999999977
image: image_4771.jpg, index: 4771, steering: 0.5562958717346191, throttle: 5.219999999999977
image: image_4772.jpg, index: 4772, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4773.jpg, index: 4773, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4774.jpg, index: 4774, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4775.jpg, index: 4775, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4776.jpg, index: 4776, steering: 0.5564305782318115, throttle: 5.219999999999977
image: image_4777.jpg, index: 4777, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4778.jpg, index: 4778, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4779.jpg, index: 4779, steering: 0.5562961101531982, throttle: 5.219999999999977
image: image_4780.jpg, index: 4780, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4781.jpg, index: 4781, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4782.jpg, index: 4782, steering: 0.5562968254089355, throttle: 5.219999999999977
image: image_4783.jpg, index: 4783, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4784.jpg, index: 4784, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4785.jpg, index: 4785, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4786.jpg, index: 4786, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4787.jpg, index: 4787, steering: 0.5562973022460938, throttle: 5.219999999999977
image: image_4788.jpg, index: 4788, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4789.jpg, index: 4789, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4790.jpg, index: 4790, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4791.jpg, index: 4791, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4792.jpg, index: 4792, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4793.jpg, index: 4793, steering: 0.5563338994979858, throttle: 5.219999999999977
image: image_4794.jpg, index: 4794, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4795.jpg, index: 4795, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4796.jpg, index: 4796, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4797.jpg, index: 4797, steering: 0.5564188957214355, throttle: 5.219999999999977
image: image_4798.jpg, index: 4798, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4799.jpg, index: 4799, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4800.jpg, index: 4800, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4801.jpg, index: 4801, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4802.jpg, index: 4802, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4803.jpg, index: 4803, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4804.jpg, index: 4804, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4805.jpg, index: 4805, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4806.jpg, index: 4806, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4807.jpg, index: 4807, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4808.jpg, index: 4808, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4809.jpg, index: 4809, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4810.jpg, index: 4810, steering: 0.5563543438911438, throttle: 5.219999999999977
image: image_4811.jpg, index: 4811, steering: 0.556296706199646, throttle: 5.219999999999977
image: image_4812.jpg, index: 4812, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4813.jpg, index: 4813, steering: 0.5562992095947266, throttle: 5.219999999999977
image: image_4814.jpg, index: 4814, steering: 0.5562965869903564, throttle: 5.219999999999977
image: image_4815.jpg, index: 4815, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4816.jpg, index: 4816, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4817.jpg, index: 4817, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4818.jpg, index: 4818, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4819.jpg, index: 4819, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_4820.jpg, index: 4820, steering: 0.5563043355941772, throttle: 5.219999999999977
image: image_4821.jpg, index: 4821, steering: 0.5562958717346191, throttle: 5.219999999999977
image: image_4822.jpg, index: 4822, steering: 0.5562958121299744, throttle: 5.219999999999977
image: image_4823.jpg, index: 4823, steering: 0.5563538670539856, throttle: 5.219999999999977
image: image_1.jpg, index: 1, steering: 0.5557894706726074, throttle: 0.06
image: image_2.jpg, index: 2, steering: 0.5557894706726074, throttle: 0.08
image: image_3.jpg, index: 3, steering: 0.5557894706726074, throttle: 0.08
image: image_4.jpg, index: 4, steering: 0.5557894706726074, throttle: 0.08
image: image_5.jpg, index: 5, steering: 0.5557894706726074, throttle: 0.08
image: image_6.jpg, index: 6, steering: 0.5557894706726074, throttle: 0.08
image: image_7.jpg, index: 7, steering: 0.5557894706726074, throttle: 0.08
image: image_8.jpg, index: 8, steering: 0.5557894706726074, throttle: 0.08
image: image_9.jpg, index: 9, steering: 0.5557894706726074, throttle: 0.08
image: image_10.jpg, index: 10, steering: 0.5557894706726074, throttle: 0.08
image: image_11.jpg, index: 11, steering: 0.5557894706726074, throttle: 0.08
image: image_12.jpg, index: 12, steering: 0.5557894706726074, throttle: 0.08
image: image_13.jpg, index: 13, steering: 0.5557894706726074, throttle: 0.08
image: image_14.jpg, index: 14, steering: 0.5557894706726074, throttle: 0.08
image: image_15.jpg, index: 15, steering: 0.5557894706726074, throttle: 0.08
image: image_16.jpg, index: 16, steering: 0.5557894706726074, throttle: 0.08
image: image_17.jpg, index: 17, steering: 0.5557894706726074, throttle: 0.08
image: image_18.jpg, index: 18, steering: 0.5557894706726074, throttle: 0.08
image: image_19.jpg, index: 19, steering: 0.5557894706726074, throttle: 0.08
image: image_20.jpg, index: 20, steering: 0.5557894706726074, throttle: 0.08
image: image_21.jpg, index: 21, steering: 0.5557894706726074, throttle: 0.08
image: image_22.jpg, index: 22, steering: 0.5557894706726074, throttle: 0.08
image: image_23.jpg, index: 23, steering: 0.5557894706726074, throttle: 0.08
image: image_24.jpg, index: 24, steering: 0.5557894706726074, throttle: 0.08
image: image_25.jpg, index: 25, steering: 0.5557894706726074, throttle: 0.08
image: image_26.jpg, index: 26, steering: 0.5557757616043091, throttle: 0.08
image: image_27.jpg, index: 27, steering: 0.5557894110679626, throttle: 0.08
image: image_28.jpg, index: 28, steering: 0.5557894706726074, throttle: 0.08
image: image_29.jpg, index: 29, steering: 0.5557894706726074, throttle: 0.08
image: image_30.jpg, index: 30, steering: 0.5557894706726074, throttle: 0.08
image: image_31.jpg, index: 31, steering: 0.5557894706726074, throttle: 0.08
image: image_32.jpg, index: 32, steering: 0.5552133321762085, throttle: 0.08
image: image_33.jpg, index: 33, steering: 0.5557894706726074, throttle: 0.08
image: image_34.jpg, index: 34, steering: 0.5557894706726074, throttle: 0.08
image: image_35.jpg, index: 35, steering: 0.5557894706726074, throttle: 0.08
image: image_36.jpg, index: 36, steering: 0.5557894706726074, throttle: 0.08
image: image_37.jpg, index: 37, steering: 0.5557894706726074, throttle: 0.08
image: image_38.jpg, index: 38, steering: 0.5557894706726074, throttle: 0.08
image: image_39.jpg, index: 39, steering: 0.5557894706726074, throttle: 0.08
image: image_40.jpg, index: 40, steering: 0.5557894706726074, throttle: 0.08
image: image_41.jpg, index: 41, steering: 0.5551106929779053, throttle: 0.08
image: image_42.jpg, index: 42, steering: 0.5557894706726074, throttle: 0.08
image: image_43.jpg, index: 43, steering: 0.5557894706726074, throttle: 0.08
image: image_44.jpg, index: 44, steering: 0.5551102161407471, throttle: 0.08
image: image_45.jpg, index: 45, steering: 0.5551102161407471, throttle: 0.08
image: image_46.jpg, index: 46, steering: 0.5551102161407471, throttle: 0.08
image: image_47.jpg, index: 47, steering: 0.5551102161407471, throttle: 0.08
image: image_48.jpg, index: 48, steering: 0.5551102161407471, throttle: 0.08
image: image_49.jpg, index: 49, steering: 0.5551102161407471, throttle: 0.08
image: image_50.jpg, index: 50, steering: 0.5557894706726074, throttle: 0.08
image: image_51.jpg, index: 51, steering: 0.5551964044570923, throttle: 0.08
image: image_52.jpg, index: 52, steering: 0.5557894706726074, throttle: 0.08
image: image_53.jpg, index: 53, steering: 0.5557894706726074, throttle: 0.08
image: image_54.jpg, index: 54, steering: 0.5557894706726074, throttle: 0.08
image: image_55.jpg, index: 55, steering: 0.5557894706726074, throttle: 0.08
image: image_56.jpg, index: 56, steering: 0.5557894706726074, throttle: 0.08
image: image_57.jpg, index: 57, steering: 0.5557894706726074, throttle: 0.08
image: image_58.jpg, index: 58, steering: 0.5557894706726074, throttle: 0.08
image: image_59.jpg, index: 59, steering: 0.5557894706726074, throttle: 0.08
image: image_60.jpg, index: 60, steering: 0.5557894706726074, throttle: 0.08
image: image_61.jpg, index: 61, steering: 0.5557894706726074, throttle: 0.08
image: image_62.jpg, index: 62, steering: 0.5557894706726074, throttle: 0.08
image: image_63.jpg, index: 63, steering: 0.5557894706726074, throttle: 0.08
image: image_64.jpg, index: 64, steering: 0.5557894706726074, throttle: 0.08
image: image_65.jpg, index: 65, steering: 0.5557894706726074, throttle: 0.08
image: image_66.jpg, index: 66, steering: 0.5557894706726074, throttle: 0.08
image: image_67.jpg, index: 67, steering: 0.5557894706726074, throttle: 0.08
image: image_68.jpg, index: 68, steering: 0.5551102161407471, throttle: 0.08
image: image_69.jpg, index: 69, steering: 0.5557894706726074, throttle: 0.08
image: image_70.jpg, index: 70, steering: 0.5557894706726074, throttle: 0.08
image: image_71.jpg, index: 71, steering: 0.5557894706726074, throttle: 0.08
image: image_72.jpg, index: 72, steering: 0.5557894706726074, throttle: 0.08
image: image_73.jpg, index: 73, steering: 0.5557894706726074, throttle: 0.08
image: image_74.jpg, index: 74, steering: 0.5551130771636963, throttle: 0.08
image: image_75.jpg, index: 75, steering: 0.5557894706726074, throttle: 0.08
image: image_76.jpg, index: 76, steering: 0.5551102161407471, throttle: 0.08
image: image_77.jpg, index: 77, steering: 0.5551165342330933, throttle: 0.08
image: image_78.jpg, index: 78, steering: 0.5551102161407471, throttle: 0.08
image: image_79.jpg, index: 79, steering: 0.5551102161407471, throttle: 0.08
image: image_80.jpg, index: 80, steering: 0.5551102161407471, throttle: 0.08
image: image_81.jpg, index: 81, steering: 0.5551102161407471, throttle: 0.08
image: image_82.jpg, index: 82, steering: 0.5551102161407471, throttle: 0.08
image: image_83.jpg, index: 83, steering: 0.5551102161407471, throttle: 0.08
image: image_84.jpg, index: 84, steering: 0.5551102161407471, throttle: 0.08
image: image_85.jpg, index: 85, steering: 0.5551102161407471, throttle: 0.08
image: image_86.jpg, index: 86, steering: 0.5551102161407471, throttle: 0.08
image: image_87.jpg, index: 87, steering: 0.5551102161407471, throttle: 0.08
image: image_88.jpg, index: 88, steering: 0.5549056529998779, throttle: 0.08
image: image_89.jpg, index: 89, steering: 0.5557881593704224, throttle: 0.08
image: image_90.jpg, index: 90, steering: 0.5550587177276611, throttle: 0.08
image: image_91.jpg, index: 91, steering: 0.5557894706726074, throttle: 0.08
image: image_92.jpg, index: 92, steering: 0.555746853351593, throttle: 0.08
image: image_93.jpg, index: 93, steering: 0.5551102161407471, throttle: 0.08
image: image_94.jpg, index: 94, steering: 0.5557893514633179, throttle: 0.08
image: image_95.jpg, index: 95, steering: 0.5557894706726074, throttle: 0.08
image: image_96.jpg, index: 96, steering: 0.5557894706726074, throttle: 0.08
image: image_97.jpg, index: 97, steering: 0.5551102161407471, throttle: 0.08
image: image_98.jpg, index: 98, steering: 0.5551102161407471, throttle: 0.08
image: image_99.jpg, index: 99, steering: 0.5551103353500366, throttle: 0.08
image: image_100.jpg, index: 100, steering: 0.5551102161407471, throttle: 0.08
image: image_101.jpg, index: 101, steering: 0.5551385879516602, throttle: 0.08
image: image_102.jpg, index: 102, steering: 0.5551103353500366, throttle: 0.08
image: image_103.jpg, index: 103, steering: 0.5551102161407471, throttle: 0.08
image: image_104.jpg, index: 104, steering: 0.5551102161407471, throttle: 0.08
image: image_105.jpg, index: 105, steering: 0.5551110506057739, throttle: 0.08
image: image_106.jpg, index: 106, steering: 0.5551663637161255, throttle: 0.08
image: image_107.jpg, index: 107, steering: 0.5551102161407471, throttle: 0.08
image: image_108.jpg, index: 108, steering: 0.5551102161407471, throttle: 0.08
image: image_109.jpg, index: 109, steering: 0.5551104545593262, throttle: 0.08
image: image_110.jpg, index: 110, steering: 0.5557756423950195, throttle: 0.08
image: image_111.jpg, index: 111, steering: 0.5547634363174438, throttle: 0.08
image: image_112.jpg, index: 112, steering: 0.5549056529998779, throttle: 0.08
image: image_113.jpg, index: 113, steering: 0.5549056529998779, throttle: 0.08
image: image_114.jpg, index: 114, steering: 0.5549056529998779, throttle: 0.08
image: image_115.jpg, index: 115, steering: 0.5549056529998779, throttle: 0.08
image: image_116.jpg, index: 116, steering: 0.5549056529998779, throttle: 0.08
image: image_117.jpg, index: 117, steering: 0.5549056529998779, throttle: 0.08
image: image_118.jpg, index: 118, steering: 0.5549056529998779, throttle: 0.08
image: image_119.jpg, index: 119, steering: 0.5549056529998779, throttle: 0.08
image: image_120.jpg, index: 120, steering: 0.5549056529998779, throttle: 0.08
image: image_121.jpg, index: 121, steering: 0.5549056529998779, throttle: 0.08
image: image_122.jpg, index: 122, steering: 0.5549056529998779, throttle: 0.08
image: image_123.jpg, index: 123, steering: 0.5557458400726318, throttle: 0.08
image: image_124.jpg, index: 124, steering: 0.5557894706726074, throttle: 0.08
image: image_125.jpg, index: 125, steering: 0.5562958121299744, throttle: 0.08
image: image_126.jpg, index: 126, steering: 0.5562958121299744, throttle: 0.08
image: image_127.jpg, index: 127, steering: 0.5562958121299744, throttle: 0.08
image: image_128.jpg, index: 128, steering: 0.5563538670539856, throttle: 0.08
image: image_129.jpg, index: 129, steering: 0.5563538670539856, throttle: 0.08
image: image_130.jpg, index: 130, steering: 0.5562958121299744, throttle: 0.08
image: image_131.jpg, index: 131, steering: 0.5563955307006836, throttle: 0.08
image: image_132.jpg, index: 132, steering: 0.556307315826416, throttle: 0.08
image: image_133.jpg, index: 133, steering: 0.5562958121299744, throttle: 0.08
image: image_134.jpg, index: 134, steering: 0.5562958121299744, throttle: 0.08
image: image_135.jpg, index: 135, steering: 0.5562958121299744, throttle: 0.08
image: image_136.jpg, index: 136, steering: 0.5562958121299744, throttle: 0.08
image: image_137.jpg, index: 137, steering: 0.5562958121299744, throttle: 0.08
image: image_138.jpg, index: 138, steering: 0.5562958121299744, throttle: 0.08
image: image_139.jpg, index: 139, steering: 0.5562958121299744, throttle: 0.08
image: image_140.jpg, index: 140, steering: 0.5562958717346191, throttle: 0.08
image: image_141.jpg, index: 141, steering: 0.5562958121299744, throttle: 0.08
image: image_142.jpg, index: 142, steering: 0.5562958121299744, throttle: 0.08
image: image_143.jpg, index: 143, steering: 0.5563049912452698, throttle: 0.08
image: image_144.jpg, index: 144, steering: 0.5563538670539856, throttle: 0.08
image: image_145.jpg, index: 145, steering: 0.5563538670539856, throttle: 0.08
image: image_146.jpg, index: 146, steering: 0.5562960505485535, throttle: 0.08
image: image_147.jpg, index: 147, steering: 0.5562958121299744, throttle: 0.08
image: image_148.jpg, index: 148, steering: 0.5562981367111206, throttle: 0.08
image: image_149.jpg, index: 149, steering: 0.5562958121299744, throttle: 0.08
image: image_150.jpg, index: 150, steering: 0.5562958121299744, throttle: 0.08
image: image_151.jpg, index: 151, steering: 0.5562958121299744, throttle: 0.08
image: image_152.jpg, index: 152, steering: 0.5562958121299744, throttle: 0.08
image: image_153.jpg, index: 153, steering: 0.5562958121299744, throttle: 0.08
image: image_154.jpg, index: 154, steering: 0.5562958121299744, throttle: 0.08
image: image_155.jpg, index: 155, steering: 0.5562958121299744, throttle: 0.08
image: image_156.jpg, index: 156, steering: 0.5562958121299744, throttle: 0.08
image: image_157.jpg, index: 157, steering: 0.5562958121299744, throttle: 0.08
image: image_158.jpg, index: 158, steering: 0.5562958121299744, throttle: 0.08
image: image_159.jpg, index: 159, steering: 0.5562958121299744, throttle: 0.08
image: image_160.jpg, index: 160, steering: 0.5562958121299744, throttle: 0.08
image: image_161.jpg, index: 161, steering: 0.5562958121299744, throttle: 0.08
image: image_162.jpg, index: 162, steering: 0.5562958121299744, throttle: 0.08
image: image_163.jpg, index: 163, steering: 0.5562958121299744, throttle: 0.08
image: image_164.jpg, index: 164, steering: 0.5562958121299744, throttle: 0.08
image: image_165.jpg, index: 165, steering: 0.5563538670539856, throttle: 0.08
image: image_166.jpg, index: 166, steering: 0.5562958121299744, throttle: 0.08
image: image_167.jpg, index: 167, steering: 0.5563538670539856, throttle: 0.08
image: image_168.jpg, index: 168, steering: 0.5562958121299744, throttle: 0.08
image: image_169.jpg, index: 169, steering: 0.5563538670539856, throttle: 0.08
image: image_170.jpg, index: 170, steering: 0.5563045740127563, throttle: 0.08
image: image_171.jpg, index: 171, steering: 0.5563538670539856, throttle: 0.08
image: image_172.jpg, index: 172, steering: 0.5563538670539856, throttle: 0.08
image: image_173.jpg, index: 173, steering: 0.5563538670539856, throttle: 0.08
image: image_174.jpg, index: 174, steering: 0.5562366247177124, throttle: 0.08
image: image_175.jpg, index: 175, steering: 0.5562958121299744, throttle: 0.08
image: image_176.jpg, index: 176, steering: 0.5562958121299744, throttle: 0.08
image: image_177.jpg, index: 177, steering: 0.5562958121299744, throttle: 0.08
image: image_178.jpg, index: 178, steering: 0.5563402771949768, throttle: 0.08
image: image_179.jpg, index: 179, steering: 0.5562369227409363, throttle: 0.08
image: image_180.jpg, index: 180, steering: 0.5562958121299744, throttle: 0.08
image: image_181.jpg, index: 181, steering: 0.5563538670539856, throttle: 0.08
image: image_182.jpg, index: 182, steering: 0.5562958121299744, throttle: 0.08
image: image_183.jpg, index: 183, steering: 0.5563538670539856, throttle: 0.08
image: image_184.jpg, index: 184, steering: 0.5563538670539856, throttle: 0.08
image: image_185.jpg, index: 185, steering: 0.5562958121299744, throttle: 0.08
image: image_186.jpg, index: 186, steering: 0.5754942893981934, throttle: 0.08
image: image_187.jpg, index: 187, steering: 0.5753017663955688, throttle: 0.08
image: image_188.jpg, index: 188, steering: 0.5750844478607178, throttle: 0.08
image: image_189.jpg, index: 189, steering: 0.5751751065254211, throttle: 0.08
image: image_190.jpg, index: 190, steering: 0.5731775760650635, throttle: 0.08
image: image_191.jpg, index: 191, steering: 0.5731775760650635, throttle: 0.08
image: image_192.jpg, index: 192, steering: 0.5731775760650635, throttle: 0.08
image: image_193.jpg, index: 193, steering: 0.5731775760650635, throttle: 0.08
image: image_194.jpg, index: 194, steering: 0.5731775760650635, throttle: 0.08
image: image_195.jpg, index: 195, steering: 0.5731775760650635, throttle: 0.08
image: image_196.jpg, index: 196, steering: 0.5731775760650635, throttle: 0.08
image: image_197.jpg, index: 197, steering: 0.5731779336929321, throttle: 0.08
image: image_198.jpg, index: 198, steering: 0.5731790065765381, throttle: 0.08
image: image_199.jpg, index: 199, steering: 0.573177695274353, throttle: 0.08
image: image_200.jpg, index: 200, steering: 0.5731775760650635, throttle: 0.08
image: image_201.jpg, index: 201, steering: 0.5731843709945679, throttle: 0.08
image: image_202.jpg, index: 202, steering: 0.5731775760650635, throttle: 0.08
image: image_203.jpg, index: 203, steering: 0.5731785893440247, throttle: 0.08
image: image_204.jpg, index: 204, steering: 0.5753936767578125, throttle: 0.08
image: image_205.jpg, index: 205, steering: 0.5731775760650635, throttle: 0.08
image: image_206.jpg, index: 206, steering: 0.5731775760650635, throttle: 0.08
image: image_207.jpg, index: 207, steering: 0.5731775760650635, throttle: 0.08
image: image_208.jpg, index: 208, steering: 0.5731775760650635, throttle: 0.08
image: image_209.jpg, index: 209, steering: 0.5731775760650635, throttle: 0.08
image: image_210.jpg, index: 210, steering: 0.5731775760650635, throttle: 0.08
image: image_211.jpg, index: 211, steering: 0.5731775760650635, throttle: 0.08
image: image_212.jpg, index: 212, steering: 0.5731775760650635, throttle: 0.08
image: image_213.jpg, index: 213, steering: 0.5731775760650635, throttle: 0.08
image: image_214.jpg, index: 214, steering: 0.5731775760650635, throttle: 0.08
image: image_215.jpg, index: 215, steering: 0.5731775760650635, throttle: 0.08
image: image_216.jpg, index: 216, steering: 0.5731775760650635, throttle: 0.08
image: image_217.jpg, index: 217, steering: 0.5731775760650635, throttle: 0.08
image: image_218.jpg, index: 218, steering: 0.5731775760650635, throttle: 0.08
image: image_219.jpg, index: 219, steering: 0.5731775760650635, throttle: 0.08
image: image_220.jpg, index: 220, steering: 0.5731775760650635, throttle: 0.08
image: image_221.jpg, index: 221, steering: 0.5731775760650635, throttle: 0.08
image: image_222.jpg, index: 222, steering: 0.5731775760650635, throttle: 0.08
image: image_223.jpg, index: 223, steering: 0.5731775760650635, throttle: 0.08
image: image_224.jpg, index: 224, steering: 0.5731775760650635, throttle: 0.08
image: image_225.jpg, index: 225, steering: 0.5731775760650635, throttle: 0.08
image: image_226.jpg, index: 226, steering: 0.5731775760650635, throttle: 0.08
image: image_227.jpg, index: 227, steering: 0.5753939151763916, throttle: 0.08
image: image_228.jpg, index: 228, steering: 0.5731775760650635, throttle: 0.08
image: image_229.jpg, index: 229, steering: 0.5731775760650635, throttle: 0.08
image: image_230.jpg, index: 230, steering: 0.5753939151763916, throttle: 0.08
image: image_231.jpg, index: 231, steering: 0.5731775760650635, throttle: 0.08
image: image_232.jpg, index: 232, steering: 0.5731775760650635, throttle: 0.08
image: image_233.jpg, index: 233, steering: 0.5731775760650635, throttle: 0.08
image: image_234.jpg, index: 234, steering: 0.5731775760650635, throttle: 0.08
image: image_235.jpg, index: 235, steering: 0.5627765655517578, throttle: 0.08
image: image_236.jpg, index: 236, steering: 0.5731775760650635, throttle: 0.08
image: image_237.jpg, index: 237, steering: 0.5627765655517578, throttle: 0.08
image: image_238.jpg, index: 238, steering: 0.5628093481063843, throttle: 0.08
image: image_239.jpg, index: 239, steering: 0.5731775760650635, throttle: 0.08
image: image_240.jpg, index: 240, steering: 0.5627765655517578, throttle: 0.08
image: image_241.jpg, index: 241, steering: 0.5627765655517578, throttle: 0.08
image: image_242.jpg, index: 242, steering: 0.5627765655517578, throttle: 0.08
image: image_243.jpg, index: 243, steering: 0.5627765655517578, throttle: 0.08
image: image_244.jpg, index: 244, steering: 0.5627765655517578, throttle: 0.08
image: image_245.jpg, index: 245, steering: 0.5627765655517578, throttle: 0.08
image: image_246.jpg, index: 246, steering: 0.5627765655517578, throttle: 0.08
image: image_247.jpg, index: 247, steering: 0.5736775994300842, throttle: 0.08
image: image_248.jpg, index: 248, steering: 0.5736775994300842, throttle: 0.08
image: image_249.jpg, index: 249, steering: 0.5736775994300842, throttle: 0.08
image: image_250.jpg, index: 250, steering: 0.5736775994300842, throttle: 0.08
image: image_251.jpg, index: 251, steering: 0.5736775994300842, throttle: 0.08
image: image_252.jpg, index: 252, steering: 0.5736775994300842, throttle: 0.08
image: image_253.jpg, index: 253, steering: 0.5736775994300842, throttle: 0.08
image: image_254.jpg, index: 254, steering: 0.5736775994300842, throttle: 0.08
image: image_255.jpg, index: 255, steering: 0.5736775994300842, throttle: 0.08
image: image_256.jpg, index: 256, steering: 0.5736775994300842, throttle: 0.08
image: image_257.jpg, index: 257, steering: 0.5736775994300842, throttle: 0.08
image: image_258.jpg, index: 258, steering: 0.5736775994300842, throttle: 0.08
image: image_259.jpg, index: 259, steering: 0.5736775994300842, throttle: 0.08
image: image_260.jpg, index: 260, steering: 0.5736775994300842, throttle: 0.08
image: image_1.jpg, index: 1, steering: 0.5749838352203369, throttle: 0.06
image: image_2.jpg, index: 2, steering: 0.5749838352203369, throttle: 0.08
image: image_3.jpg, index: 3, steering: 0.5732417106628418, throttle: 0.08
image: image_4.jpg, index: 4, steering: 0.5732417106628418, throttle: 0.08
image: image_5.jpg, index: 5, steering: 0.5749838352203369, throttle: 0.08
image: image_6.jpg, index: 6, steering: 0.5749768018722534, throttle: 0.08
image: image_7.jpg, index: 7, steering: 0.5748736262321472, throttle: 0.08
image: image_8.jpg, index: 8, steering: 0.5749838352203369, throttle: 0.08
image: image_9.jpg, index: 9, steering: 0.5749838352203369, throttle: 0.08
image: image_10.jpg, index: 10, steering: 0.5744568109512329, throttle: 0.08
image: image_11.jpg, index: 11, steering: 0.5749838352203369, throttle: 0.08
